ts,value
2017-04-06 02:00:00,7862.366666666667
2017-04-06 04:00:00,7400.058333333333
2017-04-06 06:00:00,7769.8050847457625
2017-04-06 08:00:00,7975.233333333334
2017-04-06 10:00:00,8294.3
2017-04-06 12:00:00,9396.319327731093
2017-04-06 14:00:00,7947.512605042017
2017-04-06 16:00:00,4423.495798319328
2017-04-06 18:00:00,3390.6666666666665
2017-04-06 20:00:00,3503.4789915966385
2017-04-06 22:00:00,4834.294117647059
2017-04-07 00:00:00,6999.495798319328
2017-04-07 02:00:00,7819.058333333333
2017-04-07 04:00:00,7745.075
2017-04-07 06:00:00,7970.563025210084
2017-04-07 08:00:00,7914.433333333333
2017-04-07 10:00:00,8469.583333333334
2017-04-07 12:00:00,9976.8
2017-04-07 14:00:00,8741.633333333333
2017-04-07 16:00:00,4814.058333333333
2017-04-07 18:00:00,3478.6
2017-04-07 20:00:00,3478.625
2017-04-07 22:00:00,5149.575
2017-04-08 00:00:00,7349.016666666666
2017-04-08 02:00:00,8606.891666666666
2017-04-08 04:00:00,8610.974789915967
2017-04-08 06:00:00,8946.266666666666
2017-04-08 08:00:00,8592.941666666668
2017-04-08 10:00:00,8512.491666666667
2017-04-08 12:00:00,9572.01680672269
2017-04-08 14:00:00,8329.83193277311
2017-04-08 16:00:00,4990.076271186441
2017-04-08 18:00:00,3653.4285714285716
2017-04-08 20:00:00,3499.7166666666667
2017-04-08 22:00:00,4965.791666666667
2017-04-09 00:00:00,7282.452991452991
2017-04-09 02:00:00,8462.53781512605
2017-04-09 04:00:00,8478.675
2017-04-09 06:00:00,8763.833333333334
2017-04-09 08:00:00,8600.83193277311
2017-04-09 10:00:00,8768.588235294117
2017-04-09 12:00:00,9705.55462184874
2017-04-09 14:00:00,8042.358333333334
2017-04-09 16:00:00,4412.966666666666
2017-04-09 18:00:00,3376.731092436975
2017-04-09 20:00:00,3350.608333333333
2017-04-09 22:00:00,4572.333333333333
2017-04-10 00:00:00,6822.433333333333
2017-04-10 02:00:00,8162.133333333333
2017-04-10 04:00:00,8205.741666666667
2017-04-10 06:00:00,8275.632478632479
2017-04-10 08:00:00,8333.425
2017-04-10 10:00:00,8574.291666666666
2017-04-10 12:00:00,9141.78813559322
2017-04-10 14:00:00,7378.4
2017-04-10 16:00:00,4329.563025210084
2017-04-10 18:00:00,3448.891666666667
2017-04-10 20:00:00,3507.483333333333
2017-04-10 22:00:00,4669.333333333333
2017-04-11 00:00:00,6723.529411764706
2017-04-11 02:00:00,7501.675
2017-04-11 04:00:00,7342.8
2017-04-11 06:00:00,7735.575
2017-04-11 08:00:00,7952.118644067797
2017-04-11 10:00:00,8390.258333333333
2017-04-11 12:00:00,9602.655462184874
2017-04-11 14:00:00,7936.191666666667
2017-04-11 16:00:00,4494.678260869565
2017-04-11 18:00:00,3579.5882352941176
2017-04-11 20:00:00,3625.4166666666665
2017-04-11 22:00:00,4987.558333333333
2017-04-12 00:00:00,6868.016806722689
2017-04-12 02:00:00,7741.327731092437
2017-04-12 04:00:00,7512.616666666667
2017-04-12 06:00:00,7799.563025210084
2017-04-12 08:00:00,8349.33613445378
2017-04-12 10:00:00,8729.794871794871
2017-04-12 12:00:00,9601.764705882353
2017-04-12 14:00:00,8164.669491525424
2017-04-12 16:00:00,4687.425
2017-04-12 18:00:00,3740.4333333333334
2017-04-12 20:00:00,3798.175
2017-04-12 22:00:00,4953.358333333334
2017-04-13 00:00:00,6932.75
2017-04-13 02:00:00,7936.389830508475
2017-04-13 04:00:00,7751.3
2017-04-13 06:00:00,8100.7692307692305
2017-04-13 08:00:00,8265.932773109243
2017-04-13 10:00:00,8552.38655462185
2017-04-13 12:00:00,9604.403361344537
2017-04-13 14:00:00,7836.7155172413795
2017-04-13 16:00:00,4723.183333333333
2017-04-13 18:00:00,3677.8166666666666
2017-04-13 20:00:00,3770.1833333333334
2017-04-13 22:00:00,5222.416666666667
2017-04-14 00:00:00,7108.033333333334
2017-04-14 02:00:00,7975.949152542373
2017-04-14 04:00:00,7873.714285714285
2017-04-14 06:00:00,8170.102564102564
2017-04-14 08:00:00,8038.100840336135
2017-04-14 10:00:00,7990.008333333333
2017-04-14 12:00:00,8812.672268907563
2017-04-14 14:00:00,7992.572649572649
2017-04-14 16:00:00,5738.833333333333
2017-04-14 18:00:00,4808.383333333333
2017-04-14 20:00:00,4985.975
2017-04-14 22:00:00,6530.85
2017-04-15 00:00:00,7818.691666666667
2017-04-15 02:00:00,8005.991666666667
2017-04-15 04:00:00,7028.641666666666
2017-04-15 06:00:00,7518.75
2017-04-15 08:00:00,7732.475
2017-04-15 10:00:00,7552.83193277311
2017-04-15 12:00:00,8558.420168067227
2017-04-15 14:00:00,7714.416666666667
2017-04-15 16:00:00,5292.865546218487
2017-04-15 18:00:00,4635.008333333333
2017-04-15 20:00:00,4440.5
2017-04-15 22:00:00,6135.025
2017-04-16 00:00:00,7604.966666666666
2017-04-16 02:00:00,8488.375
2017-04-16 04:00:00,8111.55462184874
2017-04-16 06:00:00,8187.591304347826
2017-04-16 08:00:00,8092.571428571428
2017-04-16 10:00:00,8011.9
2017-04-16 12:00:00,8848.300884955752
2017-04-16 14:00:00,7573.098214285715
2017-04-16 16:00:00,5266.8983050847455
2017-04-16 18:00:00,4640.458333333333
2017-04-16 20:00:00,4679.391666666666
2017-04-16 22:00:00,5597.151260504202
2017-04-17 00:00:00,7170.0252100840335
2017-04-17 02:00:00,8038.818965517241
2017-04-17 04:00:00,7607.293103448276
2017-04-17 06:00:00,7611.245614035088
2017-04-17 08:00:00,7820.210084033613
2017-04-17 10:00:00,8076.333333333333
2017-04-17 12:00:00,8809.42372881356
2017-04-17 14:00:00,7430.146551724138
2017-04-17 16:00:00,4321.891666666666
2017-04-17 18:00:00,3608.3083333333334
2017-04-17 20:00:00,3966.9915966386557
2017-04-17 22:00:00,5210.294117647059
2017-04-18 00:00:00,7114.136752136752
2017-04-18 02:00:00,7588.44347826087
2017-04-18 04:00:00,7160.525423728814
2017-04-18 06:00:00,7770.025423728814
2017-04-18 08:00:00,7923.2307692307695
2017-04-18 10:00:00,8184.26050420168
2017-04-18 12:00:00,8564.65
2017-04-18 14:00:00,7442.203389830508
2017-04-18 16:00:00,4623.225
2017-04-18 18:00:00,3597.81512605042
2017-04-18 20:00:00,3273.5416666666665
2017-04-18 22:00:00,4533.866666666667
2017-04-19 00:00:00,6463.747899159664
2017-04-19 02:00:00,7367.4655172413795
2017-04-19 04:00:00,7198.46218487395
2017-04-19 06:00:00,7645.3185840707965
2017-04-19 08:00:00,7820.422413793103
2017-04-19 10:00:00,8054.239316239316
2017-04-19 12:00:00,8784.908333333333
2017-04-19 14:00:00,7169.697478991597
2017-04-19 16:00:00,4557.675
2017-04-19 18:00:00,3534.705882352941
2017-04-19 20:00:00,3557.5593220338983
2017-04-19 22:00:00,4880.991666666667
2017-04-20 00:00:00,6950.475
2017-04-20 02:00:00,7708.810344827586
2017-04-20 04:00:00,7457.453781512605
2017-04-20 06:00:00,7826.588235294118
2017-04-20 08:00:00,7921.6324786324785
2017-04-20 10:00:00,7979.142857142857
2017-04-20 12:00:00,8775.153846153846
2017-04-20 14:00:00,7224.470588235294
2017-04-20 16:00:00,4607.55
2017-04-20 18:00:00,3752.8416666666667
2017-04-20 20:00:00,3835.9333333333334
2017-04-20 22:00:00,5198.908333333334
2017-04-21 00:00:00,6771.8
2017-04-21 02:00:00,7660.8403361344535
2017-04-21 04:00:00,7507.27731092437
2017-04-21 06:00:00,7551.406779661017
2017-04-21 08:00:00,7691.857142857143
2017-04-21 10:00:00,7606.941666666667
2017-04-21 12:00:00,8316.06956521739
2017-04-21 14:00:00,7257.560344827586
2017-04-21 16:00:00,5031.803418803419
2017-04-21 18:00:00,4093.358333333333
2017-04-21 20:00:00,4056.6666666666665
2017-04-21 22:00:00,5489.72268907563
2017-04-22 00:00:00,7217.731092436975
2017-04-22 02:00:00,7699.675213675214
2017-04-22 04:00:00,7360.652173913043
2017-04-22 06:00:00,7674.649572649572
2017-04-22 08:00:00,7759.881355932203
2017-04-22 10:00:00,7665.65
2017-04-22 12:00:00,8796.577586206897
2017-04-22 14:00:00,7710.245762711865
2017-04-22 16:00:00,5153.783333333334
2017-04-22 18:00:00,4195.4789915966385
2017-04-22 20:00:00,3997.7
2017-04-22 22:00:00,5581.483333333334
2017-04-23 00:00:00,7410.716666666666
2017-04-23 02:00:00,8234.925
2017-04-23 04:00:00,7896.247863247863
2017-04-23 06:00:00,8203.858333333334
2017-04-23 08:00:00,8084.697478991597
2017-04-23 10:00:00,8149.866666666667
2017-04-23 12:00:00,9021.194915254237
2017-04-23 14:00:00,7636.324786324786
2017-04-23 16:00:00,5011.175
2017-04-23 18:00:00,4232.9152542372885
2017-04-23 20:00:00,4371.9
2017-04-23 22:00:00,5434.641666666666
2017-04-24 00:00:00,7301.504273504273
2017-04-24 02:00:00,8401.45
2017-04-24 04:00:00,7840.042016806723
2017-04-24 06:00:00,8199.36974789916
2017-04-24 08:00:00,8284.27966101695
2017-04-24 10:00:00,8397.925
2017-04-24 12:00:00,9103.95
2017-04-24 14:00:00,7351.823529411765
2017-04-24 16:00:00,4823.841666666666
2017-04-24 18:00:00,3908.7899159663866
2017-04-24 20:00:00,4088.084033613445
2017-04-24 22:00:00,5374.766666666666
2017-04-25 00:00:00,7281.25
2017-04-25 02:00:00,8183.264957264957
2017-04-25 04:00:00,7495.5210084033615
2017-04-25 06:00:00,8127.7
2017-04-25 08:00:00,8107.638655462185
2017-04-25 10:00:00,8345.327731092437
2017-04-25 12:00:00,9102.983333333334
2017-04-25 14:00:00,7795.915966386555
2017-04-25 16:00:00,4810.899159663865
2017-04-25 18:00:00,4046.75
2017-04-25 20:00:00,4200.175
2017-04-25 22:00:00,5295.915966386555
2017-04-26 00:00:00,7635.558333333333
2017-04-26 02:00:00,8757.5
2017-04-26 04:00:00,8577.691666666668
2017-04-26 06:00:00,8790.20168067227
2017-04-26 08:00:00,8785.666666666666
2017-04-26 10:00:00,8846.26050420168
2017-04-26 12:00:00,9205.394957983193
2017-04-26 14:00:00,8024.608333333334
2017-04-26 16:00:00,4588.575
2017-04-26 18:00:00,3547.35
2017-04-26 20:00:00,3717.4166666666665
2017-04-26 22:00:00,4866.420168067227
2017-04-27 00:00:00,6872.95
2017-04-27 02:00:00,8156.17094017094
2017-04-27 04:00:00,7461.08547008547
2017-04-27 06:00:00,7909.794871794872
2017-04-27 08:00:00,7682.571428571428
2017-04-27 10:00:00,7789.808333333333
2017-04-27 12:00:00,8483.271186440677
2017-04-27 14:00:00,7136.888888888889
2017-04-27 16:00:00,3996.4033613445376
2017-04-27 18:00:00,3071.925
2017-04-27 20:00:00,3217.3333333333335
2017-04-27 22:00:00,4627.091666666666
2017-04-28 00:00:00,6370.616666666667
2017-04-28 02:00:00,7181.881355932203
2017-04-28 04:00:00,6909.35294117647
2017-04-28 06:00:00,7389.666666666667
2017-04-28 08:00:00,7396.957264957265
2017-04-28 10:00:00,7228.495798319328
2017-04-28 12:00:00,8003.418803418804
2017-04-28 14:00:00,7205.083333333333
2017-04-28 16:00:00,4308.258333333333
2017-04-28 18:00:00,3313.875
2017-04-28 20:00:00,3456.72268907563
2017-04-28 22:00:00,5161.6
2017-04-29 00:00:00,6674.691666666667
2017-04-29 02:00:00,7802.823529411765
2017-04-29 04:00:00,7609.525
2017-04-29 06:00:00,7864.108333333334
2017-04-29 08:00:00,7824.4152542372885
2017-04-29 10:00:00,7669.708333333333
2017-04-29 12:00:00,8536.57142857143
2017-04-29 14:00:00,7725.48717948718
2017-04-29 16:00:00,4773.279661016949
2017-04-29 18:00:00,3419.1833333333334
2017-04-29 20:00:00,3270.358333333333
2017-04-29 22:00:00,4908.566666666667
2017-04-30 00:00:00,6634.675
2017-04-30 02:00:00,7607.916666666667
2017-04-30 04:00:00,7404.558333333333
2017-04-30 06:00:00,7716.714285714285
2017-04-30 08:00:00,7695.9915254237285
2017-04-30 10:00:00,7425.327731092437
2017-04-30 12:00:00,8311.55
2017-04-30 14:00:00,7359.366666666667
2017-04-30 16:00:00,4475.891666666666
2017-04-30 18:00:00,3223.0084033613443
2017-04-30 20:00:00,3293.975
2017-04-30 22:00:00,4966.175
2017-05-01 00:00:00,6810.941666666667
2017-05-01 02:00:00,7741.9
2017-05-01 04:00:00,7446.401709401709
2017-05-01 06:00:00,7755.075
2017-05-01 08:00:00,7700.425
2017-05-01 10:00:00,7655.142857142857
2017-05-01 12:00:00,8561.141666666666
2017-05-01 14:00:00,7183.863247863248
2017-05-01 16:00:00,4133.059322033899
2017-05-01 18:00:00,3159.3166666666666
2017-05-01 20:00:00,3280.0084033613443
2017-05-01 22:00:00,4624.841666666666
2017-05-02 00:00:00,6619.254237288135
2017-05-02 02:00:00,7533.873949579832
2017-05-02 04:00:00,7259.458333333333
2017-05-02 06:00:00,7462.875
2017-05-02 08:00:00,7594.760683760684
2017-05-02 10:00:00,8186.475
2017-05-02 12:00:00,8889.68376068376
2017-05-02 14:00:00,7085.783333333334
2017-05-02 16:00:00,3892.95
2017-05-02 18:00:00,3006.0333333333333
2017-05-02 20:00:00,3148.616666666667
2017-05-02 22:00:00,4474.091666666666
2017-05-03 00:00:00,6507.310344827586
2017-05-03 02:00:00,7184.418803418804
2017-05-03 04:00:00,6719.572649572649
2017-05-03 06:00:00,7202.5
2017-05-03 08:00:00,0.0
2017-05-03 10:00:00,7949.4
2017-05-03 12:00:00,8682.8
2017-05-03 14:00:00,6848.5
2017-05-03 16:00:00,3549.7833333333333
2017-05-03 18:00:00,2626.258333333333
2017-05-03 20:00:00,2677.483333333333
2017-05-03 22:00:00,4009.175
2017-05-04 00:00:00,5939.016806722689
2017-05-04 02:00:00,6850.697478991597
2017-05-04 04:00:00,6707.9
2017-05-04 06:00:00,7007.55
2017-05-04 08:00:00,7204.791666666667
2017-05-04 10:00:00,7674.6
2017-05-04 12:00:00,9043.1
2017-05-04 14:00:00,7397.383333333333
2017-05-04 16:00:00,3859.285714285714
2017-05-04 18:00:00,2748.546218487395
2017-05-04 20:00:00,2822.675
2017-05-04 22:00:00,4367.283333333334
2017-05-05 00:00:00,6479.975
2017-05-05 02:00:00,7489.1
2017-05-05 04:00:00,6932.957983193277
2017-05-05 06:00:00,7349.116666666667
2017-05-05 08:00:00,7455.816666666667
2017-05-05 10:00:00,7375.075630252101
2017-05-05 12:00:00,8178.433333333333
2017-05-05 14:00:00,7091.033333333334
2017-05-05 16:00:00,3996.2916666666665
2017-05-05 18:00:00,2866.133333333333
2017-05-05 20:00:00,3012.9
2017-05-05 22:00:00,4716.633333333333
2017-05-06 00:00:00,6470.408333333334
2017-05-06 02:00:00,7378.470588235294
2017-05-06 04:00:00,7214.302521008403
2017-05-06 06:00:00,7450.258333333333
2017-05-06 08:00:00,7358.36974789916
2017-05-06 10:00:00,7079.949579831933
2017-05-06 12:00:00,8018.050420168067
2017-05-06 14:00:00,7055.899159663865
2017-05-06 16:00:00,4174.9152542372885
2017-05-06 18:00:00,2872.1916666666666
2017-05-06 20:00:00,2797.375
2017-05-06 22:00:00,4507.65
2017-05-07 00:00:00,6503.5
2017-05-07 02:00:00,7450.72268907563
2017-05-07 04:00:00,7347.608333333334
2017-05-07 06:00:00,7625.208333333333
2017-05-07 08:00:00,7404.310924369748
2017-05-07 10:00:00,7452.925
2017-05-07 12:00:00,8400.57142857143
2017-05-07 14:00:00,6872.475
2017-05-07 16:00:00,3753.2542372881358
2017-05-07 18:00:00,2653.672268907563
2017-05-07 20:00:00,2741.0
2017-05-07 22:00:00,4093.4621848739494
2017-05-08 00:00:00,6165.428571428572
2017-05-08 02:00:00,7468.933333333333
2017-05-08 04:00:00,6942.100840336135
2017-05-08 06:00:00,7250.366666666667
2017-05-08 08:00:00,7211.391666666666
2017-05-08 10:00:00,7567.0
2017-05-08 12:00:00,8384.616666666667
2017-05-08 14:00:00,6689.283333333334
2017-05-08 16:00:00,3652.9083333333333
2017-05-08 18:00:00,2630.3166666666666
2017-05-08 20:00:00,2807.1176470588234
2017-05-08 22:00:00,4017.0252100840335
2017-05-09 00:00:00,5934.825
2017-05-09 02:00:00,6854.25
2017-05-09 04:00:00,6646.091666666666
2017-05-09 06:00:00,6905.658333333334
2017-05-09 08:00:00,7018.183333333333
2017-05-09 10:00:00,7203.875
2017-05-09 12:00:00,8282.308333333332
2017-05-09 14:00:00,7238.616666666667
2017-05-09 16:00:00,4071.8
2017-05-09 18:00:00,2884.108333333333
2017-05-09 20:00:00,3078.366666666667
2017-05-09 22:00:00,4465.841666666666
2017-05-10 00:00:00,6397.391666666666
2017-05-10 02:00:00,7233.833333333333
2017-05-10 04:00:00,7630.420168067227
2017-05-10 06:00:00,7917.731092436975
2017-05-10 08:00:00,8154.78813559322
2017-05-10 10:00:00,8328.89075630252
2017-05-10 12:00:00,9248.285714285714
2017-05-10 14:00:00,7912.689075630252
2017-05-10 16:00:00,4513.151260504202
2017-05-10 18:00:00,3247.616666666667
2017-05-10 20:00:00,3321.1583333333333
2017-05-10 22:00:00,4804.775
2017-05-11 00:00:00,6883.310924369748
2017-05-11 02:00:00,7663.6134453781515
2017-05-11 04:00:00,7186.512605042017
2017-05-11 06:00:00,6890.72268907563
2017-05-11 08:00:00,7270.571428571428
2017-05-11 10:00:00,7487.283333333334
2017-05-11 12:00:00,8511.09243697479
2017-05-11 14:00:00,7364.991666666667
2017-05-11 16:00:00,4039.2796610169494
2017-05-11 18:00:00,2884.5126050420167
2017-05-11 20:00:00,3021.391666666667
2017-05-11 22:00:00,4535.720338983051
2017-05-12 00:00:00,6572.806722689075
2017-05-12 02:00:00,7518.44537815126
2017-05-12 04:00:00,7401.583333333333
2017-05-12 06:00:00,7904.152542372882
2017-05-12 08:00:00,7930.596638655462
2017-05-12 10:00:00,7826.566666666667
2017-05-12 12:00:00,8752.075
2017-05-12 14:00:00,8127.5847457627115
2017-05-12 16:00:00,4847.043103448276
2017-05-12 18:00:00,3342.758333333333
2017-05-12 20:00:00,3314.168067226891
2017-05-12 22:00:00,5346.389830508475
2017-05-13 00:00:00,7297.966666666666
2017-05-13 02:00:00,8232.457627118643
2017-05-13 04:00:00,8034.083333333333
2017-05-13 06:00:00,8433.0
2017-05-13 08:00:00,8531.411764705883
2017-05-13 10:00:00,8221.176470588236
2017-05-13 12:00:00,9223.208333333334
2017-05-13 14:00:00,8474.44537815126
2017-05-13 16:00:00,5024.83193277311
2017-05-13 18:00:00,3132.6833333333334
2017-05-13 20:00:00,3071.5333333333333
2017-05-13 22:00:00,4987.411764705882
2017-05-14 00:00:00,6992.766666666666
2017-05-14 02:00:00,8068.21186440678
2017-05-14 04:00:00,7970.428571428572
2017-05-14 06:00:00,8370.495798319327
2017-05-14 08:00:00,8093.733333333334
2017-05-14 10:00:00,7721.813559322034
2017-05-14 12:00:00,8907.866666666667
2017-05-14 14:00:00,7389.4789915966385
2017-05-14 16:00:00,3903.2820512820513
2017-05-14 18:00:00,2558.813559322034
2017-05-14 20:00:00,2741.126050420168
2017-05-14 22:00:00,4283.567796610169
2017-05-15 00:00:00,6418.403361344538
2017-05-15 02:00:00,7441.65
2017-05-15 04:00:00,7358.179487179487
2017-05-15 06:00:00,7463.652173913043
2017-05-15 08:00:00,7732.579831932773
2017-05-15 10:00:00,8348.899159663866
2017-05-15 12:00:00,9309.533898305084
2017-05-15 14:00:00,7497.72268907563
2017-05-15 16:00:00,3955.109243697479
2017-05-15 18:00:00,2773.5666666666666
2017-05-15 20:00:00,3004.294117647059
2017-05-15 22:00:00,4381.521367521367
2017-05-16 00:00:00,6461.330508474576
2017-05-16 02:00:00,7295.466666666666
2017-05-16 04:00:00,7248.593220338983
2017-05-16 06:00:00,7406.310924369748
2017-05-16 08:00:00,7559.957983193277
2017-05-16 10:00:00,7813.285714285715
2017-05-16 12:00:00,9143.933333333332
2017-05-16 14:00:00,7600.941666666667
2017-05-16 16:00:00,4063.3949579831933
2017-05-16 18:00:00,2782.9913793103447
2017-05-16 20:00:00,2910.2100840336134
2017-05-16 22:00:00,4398.15
2017-05-17 00:00:00,6545.596638655462
2017-05-17 02:00:00,7421.983193277311
2017-05-17 04:00:00,7012.941666666667
2017-05-17 06:00:00,7179.666666666667
2017-05-17 08:00:00,7330.268907563025
2017-05-17 10:00:00,7733.36974789916
2017-05-17 12:00:00,8933.90756302521
2017-05-17 14:00:00,7881.347457627118
2017-05-17 16:00:00,3952.6806722689075
2017-05-17 18:00:00,2610.186440677966
2017-05-17 20:00:00,2809.813559322034
2017-05-17 22:00:00,4464.55
2017-05-18 00:00:00,6614.881355932203
2017-05-18 02:00:00,7541.737288135593
2017-05-18 04:00:00,7436.213675213675
2017-05-18 06:00:00,7637.193277310925
2017-05-18 08:00:00,7784.6949152542375
2017-05-18 10:00:00,7671.245762711865
2017-05-18 12:00:00,8771.588235294117
2017-05-18 14:00:00,7615.822033898305
2017-05-18 16:00:00,4215.330508474576
2017-05-18 18:00:00,2900.6916666666666
2017-05-18 20:00:00,3027.0
2017-05-18 22:00:00,4622.983193277311
2017-05-19 00:00:00,6709.161016949152
2017-05-19 02:00:00,7653.72268907563
2017-05-19 04:00:00,7497.293103448276
2017-05-19 06:00:00,7695.539130434782
2017-05-19 08:00:00,7841.126050420168
2017-05-19 10:00:00,7774.156521739131
2017-05-19 12:00:00,8584.579831932773
2017-05-19 14:00:00,7318.758620689655
2017-05-19 16:00:00,4356.46218487395
2017-05-19 18:00:00,3003.6581196581196
2017-05-19 20:00:00,3014.353448275862
2017-05-19 22:00:00,4644.766666666666
2017-05-20 00:00:00,6431.6134453781515
2017-05-20 02:00:00,7471.8376068376065
2017-05-20 04:00:00,7323.4152542372885
2017-05-20 06:00:00,7680.5641025641025
2017-05-20 08:00:00,7728.319327731092
2017-05-20 10:00:00,7284.5210084033615
2017-05-20 12:00:00,7949.625
2017-05-20 14:00:00,7218.126050420168
2017-05-20 16:00:00,4378.262711864407
2017-05-20 18:00:00,2828.025
2017-05-20 20:00:00,2867.8521739130433
2017-05-20 22:00:00,4556.63025210084
2017-05-21 00:00:00,6694.626086956522
2017-05-21 02:00:00,7862.83193277311
2017-05-21 04:00:00,7764.112068965517
2017-05-21 06:00:00,7931.436974789916
2017-05-21 08:00:00,7740.247863247863
2017-05-21 10:00:00,7218.640350877193
2017-05-21 12:00:00,7975.737288135593
2017-05-21 14:00:00,6983.423728813559
2017-05-21 16:00:00,3878.65
2017-05-21 18:00:00,2779.7
2017-05-21 20:00:00,2875.9495798319326
2017-05-21 22:00:00,4095.6271186440677
2017-05-22 00:00:00,6170.878260869566
2017-05-22 02:00:00,7209.026086956522
2017-05-22 04:00:00,6962.916666666667
2017-05-22 06:00:00,7369.423728813559
2017-05-22 08:00:00,7455.161016949152
2017-05-22 10:00:00,7808.789915966387
2017-05-22 12:00:00,8554.57142857143
2017-05-22 14:00:00,6897.8983050847455
2017-05-22 16:00:00,3983.4621848739494
2017-05-22 18:00:00,2922.873949579832
2017-05-22 20:00:00,2995.7863247863247
2017-05-22 22:00:00,4182.285714285715
2017-05-23 00:00:00,6198.6016949152545
2017-05-23 02:00:00,6974.0084745762715
2017-05-23 04:00:00,6430.125
2017-05-23 06:00:00,6635.243697478992
2017-05-23 08:00:00,6923.783333333334
2017-05-23 10:00:00,6906.461538461538
2017-05-23 12:00:00,8065.4789915966385
2017-05-23 14:00:00,6844.416666666667
2017-05-23 16:00:00,3837.016806722689
2017-05-23 18:00:00,2710.285714285714
2017-05-23 20:00:00,2827.7264957264956
2017-05-23 22:00:00,4082.25641025641
2017-05-24 00:00:00,6047.285714285715
2017-05-24 02:00:00,6776.478260869565
2017-05-24 04:00:00,6657.652542372882
2017-05-24 06:00:00,6796.887931034483
2017-05-24 08:00:00,6760.0948275862065
2017-05-24 10:00:00,6706.808333333333
2017-05-24 12:00:00,7593.076923076923
2017-05-24 14:00:00,6536.991304347826
2017-05-24 16:00:00,3718.747899159664
2017-05-24 18:00:00,2637.5378151260506
2017-05-24 20:00:00,2755.186440677966
2017-05-24 22:00:00,3908.64406779661
2017-05-25 00:00:00,5715.8403361344535
2017-05-25 02:00:00,6352.008403361345
2017-05-25 04:00:00,6098.466101694915
2017-05-25 06:00:00,6433.786324786325
2017-05-25 08:00:00,6420.347457627118
2017-05-25 10:00:00,6424.745762711865
2017-05-25 12:00:00,7420.983050847458
2017-05-25 14:00:00,6624.899159663865
2017-05-25 16:00:00,3763.2393162393164
2017-05-25 18:00:00,2610.9304347826087
2017-05-25 20:00:00,2834.5086206896553
2017-05-25 22:00:00,4019.3333333333335
2017-05-26 00:00:00,5773.539130434782
2017-05-26 02:00:00,6353.283333333334
2017-05-26 04:00:00,6211.042372881356
2017-05-26 06:00:00,6336.076271186441
2017-05-26 08:00:00,6549.623931623932
2017-05-26 10:00:00,6616.025423728814
2017-05-26 12:00:00,7641.683760683761
2017-05-26 14:00:00,6647.538461538462
2017-05-26 16:00:00,3796.9745762711864
2017-05-26 18:00:00,2714.7203389830506
2017-05-26 20:00:00,2886.0504201680674
2017-05-26 22:00:00,4156.720338983051
2017-05-27 00:00:00,5795.555555555556
2017-05-27 02:00:00,6477.889830508475
2017-05-27 04:00:00,6439.410256410257
2017-05-27 06:00:00,6582.315789473684
2017-05-27 08:00:00,6560.196581196581
2017-05-27 10:00:00,6518.241379310345
2017-05-27 12:00:00,7185.228813559322
2017-05-27 14:00:00,6682.974358974359
2017-05-27 16:00:00,4118.110169491525
2017-05-27 18:00:00,2844.35
